name,institution,homepage,scholarid,region,countryabbrv,Gender
Alejandro Hevia,Universidad de Chile,https://www.dcc.uchile.cl/~ahevia,klAKNOcAAAAJ,southamerica,cl,male
Alexandre Bergel,Universidad de Chile,https://www.dcc.uchile.cl/alexandre_bergel,5pG4GQ8AAAAJ,southamerica,cl,male
Barbara Poblete,Universidad de Chile,https://www.dcc.uchile.cl/barbara_poblete,eZBFWGEAAAAJ,southamerica,cl,female
Benjamin Bustos,Universidad de Chile,http://www.uchile.cl/portafolio-academico/impresion.jsf?username=bustos,NOSCHOLARPAGE,southamerica,cl,male
Benjamin Eugenio Bustos Cárdenas,Universidad de Chile,http://www.uchile.cl/portafolio-academico/impresion.jsf?username=bustos,NOSCHOLARPAGE,southamerica,cl,male
Benjamín Bustos,Universidad de Chile,http://www.uchile.cl/portafolio-academico/impresion.jsf?username=bustos,NOSCHOLARPAGE,southamerica,cl,male
Bárbara Poblete,Universidad de Chile,https://www.dcc.uchile.cl/barbara_poblete,eZBFWGEAAAAJ,southamerica,cl,female
Claudio Gutierrez 0001,Universidad de Chile,https://www.dcc.uchile.cl/cgutierr,jzeqUi4AAAAJ,southamerica,cl,male
Claudio Gutiérrez 0001,Universidad de Chile,https://www.dcc.uchile.cl/cgutierr,jzeqUi4AAAAJ,southamerica,cl,male
Jocelyn Simmonds,Universidad de Chile,http://www.dcc.uchile.cl/~jsimmond,QTdKy5gAAAAJ,southamerica,cl,female
Jorge Pérez 0001,Universidad de Chile,https://users.dcc.uchile.cl/~jperez,a6lUuiwAAAAJ,southamerica,cl,male
Jérémy Barbay,Universidad de Chile,http://www.dcc.uchile.cl/~jbarbay,x7L1W0rvHwsC,southamerica,cl,male
Maria-Cecilia Rivara,Universidad de Chile,https://www.dcc.uchile.cl/~mcrivara,NYyo2yQAAAAJ,southamerica,cl,unknown
María Cecilia Rivara,Universidad de Chile,https://www.dcc.uchile.cl/~mcrivara,NYyo2yQAAAAJ,southamerica,cl,mostly_female
Nancy Hitschfeld,Universidad de Chile,https://www.dcc.uchile.cl/nancy,NOSCHOLARPAGE,southamerica,cl,female
Nancy Hitschfeld-Kahler,Universidad de Chile,https://www.dcc.uchile.cl/nancy,NOSCHOLARPAGE,southamerica,cl,female
Nelson Baloian,Universidad de Chile,http://www.uchile.cl/portafolio-academico/impresion.jsf?username=nbaloian,NOSCHOLARPAGE,southamerica,cl,male
Nelson-Antranig Baloian Tataryan,Universidad de Chile,http://www.uchile.cl/portafolio-academico/impresion.jsf?username=nbaloian,NOSCHOLARPAGE,southamerica,cl,unknown
Pablo Barceló,Universidad de Chile,https://users.dcc.uchile.cl/~pbarcelo,iVGrHpgAAAAJ,southamerica,cl,male
Pablo Barceló Baeza,Universidad de Chile,https://users.dcc.uchile.cl/~pbarcelo,iVGrHpgAAAAJ,southamerica,cl,male
Patricio V. Poblete,Universidad de Chile,http://www.dcc.uchile.cl/~ppoblete,AZuHYCQAAAAJ,southamerica,cl,male
Sergio F. Ochoa,Universidad de Chile,https://www.dcc.uchile.cl/sochoa,aUtukf4AAAAJ,southamerica,cl,male
Aidong Zhang,University of Virginia,https://engineering.virginia.edu/faculty/aidong-zhang,O8XxkE4AAAAJ,america,us,unknown
Alf Weaver,University of Virginia,https://engineering.virginia.edu/faculty/alfred-c-weaver,0skgDnMAAAAJ,america,us,male
Alfred C. Weaver,University of Virginia,https://engineering.virginia.edu/faculty/alfred-c-weaver,0skgDnMAAAAJ,america,us,male
Andrew S. Grimshaw,University of Virginia,https://www.cs.virginia.edu/~grimshaw,T_O6pjEAAAAJ,america,us,male
Anil Kumar S. Vullikanti,University of Virginia,https://engineering.virginia.edu/faculty/anil-vullikanti,MNJ-E9UAAAAJ,america,us,male
Anil Vullikanti,University of Virginia,https://engineering.virginia.edu/faculty/anil-vullikanti,MNJ-E9UAAAAJ,america,us,male
Ashish Venkat,University of Virginia,http://www.cs.virginia.edu/venkat,wbhUDnIAAAAJ,america,us,male
Brad Campbell,University of Virginia,https://engineering.virginia.edu/faculty/brad-campbell,MLx5TCQAAAAJ,america,us,male
Bradford Campbell,University of Virginia,https://engineering.virginia.edu/faculty/brad-campbell,MLx5TCQAAAAJ,america,us,male
Chris Barrett 0001,University of Virginia,https://engineering.virginia.edu/faculty/christopher-l-barrett,221a1fkAAAAJ,america,us,mostly_male
Christopher Barrett,University of Virginia,https://engineering.virginia.edu/faculty/christopher-l-barrett,NOSCHOLARPAGE,america,us,male
Christopher L. Barrett,University of Virginia,https://engineering.virginia.edu/faculty/christopher-l-barrett,221a1fkAAAAJ,america,us,male
David E. Evans 0001,University of Virginia,http://www.cs.virginia.edu/~evans,gzdrT_4AAAAJ,america,us,male
David Evans 0001,University of Virginia,http://www.cs.virginia.edu/~evans,gzdrT_4AAAAJ,america,us,male
Farzad Farnoud,University of Virginia,https://engineering.virginia.edu/faculty/farzad-farnoud,s1NC4EMAAAAJ,america,us,male
Farzad Farnoud Hassanzadeh,University of Virginia,https://engineering.virginia.edu/faculty/farzad-farnoud,s1NC4EMAAAAJ,america,us,male
Felix Xiaozhu Lin,University of Virginia,https://fxlin.github.io,f6FFhS8AAAAJ,america,us,male
Gabriel Robins,University of Virginia,http://www.cs.virginia.edu/~robins,YTJrQA4AAAAJ,america,us,male
Haiying (Helen) Shen,University of Virginia,https://www.cs.virginia.edu/people/faculty/shen.html,W0Cx7ZAAAAAJ,america,us,unknown
Haiying Shen,University of Virginia,https://www.cs.virginia.edu/people/faculty/shen.html,W0Cx7ZAAAAAJ,america,us,unknown
Hongning Wang,University of Virginia,https://engineering.virginia.edu/faculty/hongning-wang,qkdvKNoAAAAJ,america,us,unknown
Jack A. Stankovic,University of Virginia,https://engineering.virginia.edu/faculty/john-stankovic,4VJre9IAAAAJ,america,us,male
Jack W. Davidson,University of Virginia,https://engineering.virginia.edu/faculty/jack-w-davidson,n7YuWIAAAAAJ,america,us,male
James P. Cohoon,University of Virginia,https://www.cs.virginia.edu/~cohoon,ud1XWV0AAAAJ,america,us,male
James Patrick Cohoon,University of Virginia,https://www.cs.virginia.edu/~cohoon,ud1XWV0AAAAJ,america,us,male
John A. Stankovic,University of Virginia,https://engineering.virginia.edu/faculty/john-stankovic,4VJre9IAAAAJ,america,us,male
Jundong Li,University of Virginia,http://people.virginia.edu/~jl6qk,uY6ek7sAAAAJ,america,us,unknown
Kevin Skadron,University of Virginia,http://www.cs.virginia.edu/skadron,Q-As1CEAAAAJ,america,us,male
Kevin Sullivan,University of Virginia,https://www.cs.virginia.edu/people/faculty/sullivan.html,Dj0zwwQAAAAJ,america,us,male
Lu Feng 0001,University of Virginia,http://www.cs.virginia.edu/~lufeng,HiyMQzEAAAAJ,america,us,andy
Madhav Marathe,University of Virginia,https://engineering.virginia.edu/faculty/madhav-marathe,cLjMQqsAAAAJ,america,us,male
Madhav V. Marathe,University of Virginia,https://engineering.virginia.edu/faculty/madhav-marathe,cLjMQqsAAAAJ,america,us,male
Madhav Vinayak Marathe,University of Virginia,https://engineering.virginia.edu/faculty/madhav-marathe,cLjMQqsAAAAJ,america,us,male
Madhur Behl,University of Virginia,https://engineering.virginia.edu/faculty/madhur-behl,bj_imaYAAAAJ,america,us,unknown
Marty A. Humphrey,University of Virginia,https://www.cs.virginia.edu/people/faculty/humphrey.html,NaVxc4wAAAAJ,america,us,mostly_male
Marty Humphrey,University of Virginia,https://www.cs.virginia.edu/people/faculty/humphrey.html,NaVxc4wAAAAJ,america,us,mostly_male
Mary Lou Soffa,University of Virginia,http://www.cs.virginia.edu/~soffa/index.html%3Fp=6.html,KWiJaj8AAAAJ,america,us,mostly_female
Matthew B. Dwyer,University of Virginia,http://matthewbdwyer.github.io,-ZRKCcEAAAAJ,america,us,male
Matthew Dwyer 0001,University of Virginia,http://matthewbdwyer.github.io,-ZRKCcEAAAAJ,america,us,male
Miaomiao Zhang,University of Virginia,http://www.cs.virginia.edu/~mz8rr,EGBMBTwAAAAJ,america,us,unknown
Michael Albert,University of Virginia,https://www.michaelalbert.co,5xy1_PIAAAAJ,america,us,male
Mohammad Mahmoody,University of Virginia,http://www.cs.virginia.edu/~mohammad,6yscPJwAAAAJ,america,us,male
Mohammad Mahmoody-Ghidary,University of Virginia,http://www.cs.virginia.edu/~mohammad,6yscPJwAAAAJ,america,us,male
Nathan Brunelle,University of Virginia,https://engineering.virginia.edu/faculty/nathan-brunelle,NOSCHOLARPAGE,america,us,male
P. Thomas Fletcher,University of Virginia,https://engineering.virginia.edu/faculty/tom-fletcher,7pRRhkkAAAAJ,america,us,unknown
Samira Manabi Khan,University of Virginia,http://www.cs.virginia.edu/~smk9u,NOSCHOLARPAGE,america,us,female
Sandhya Dwarkadas,University of Virginia,https://engineering.virginia.edu/faculty/sandhya-dwarkadas,L1pb8GUAAAAJ,america,us,female
Sebastian G. Elbaum,University of Virginia,https://engineering.virginia.edu/faculty/sebastian-elbaum,swPW5FYAAAAJ,america,us,male
Seongkook Heo,University of Virginia,http://seongkookheo.com,7r0_F0kAAAAJ,america,us,unknown
Shangtong Zhang,University of Virginia,http://shangtongzhang.github.io,Pn7fj4IAAAAJ,america,us,unknown
Sheng Li 0001,University of Virginia,http://sheng-li.org,DEncVcYAAAAJ,america,us,andy
Tianhao Wang 0001,University of Virginia,https://tianhao.wang,TkgyXGwAAAAJ,america,us,unknown
Tom Fletcher,University of Virginia,https://engineering.virginia.edu/faculty/tom-fletcher,7pRRhkkAAAAJ,america,us,male
V. S. Anil Kumar 0001,University of Virginia,https://engineering.virginia.edu/faculty/anil-vullikanti,MNJ-E9UAAAAJ,america,us,unknown
Wajih Ul Hassan,University of Virginia,https://www.cs.virginia.edu/~hur7wv,09SohzcAAAAJ,america,us,male
Worthy Martin,University of Virginia,https://www.cs.virginia.edu/people/faculty/martin.html,NOSCHOLARPAGE,america,us,unknown
Worthy N. Martin,University of Virginia,https://www.cs.virginia.edu/people/faculty/martin.html,NOSCHOLARPAGE,america,us,unknown
Yangfeng Ji,University of Virginia,https://engineering.virginia.edu/faculty/yangfeng-ji,pg02-e8AAAAJ,america,us,unknown
Yanjun Qi,University of Virginia,https://www.cs.virginia.edu/yanjun,eXKdSu0AAAAJ,america,us,unknown
Yixin Sun,University of Virginia,https://www.cs.princeton.edu/~yixins,ov72AA4AAAAJ,america,us,unknown
Yonghwi Kwon 0001,University of Virginia,https://engineering.virginia.edu/faculty/yonghwi-kwon,YK3KT3kAAAAJ,america,us,unknown
Yuan Tian 0001,University of Virginia,https://www.ytian.info,ja0GtqgAAAAJ,america,us,andy
Yue Cheng 0001,University of Virginia,http://tddg.github.io,TMGwBH0AAAAJ,america,us,andy
Aiichiro Nakano,University of Southern California,http://physics.usc.edu/Faculty/Nakano,NOSCHOLARPAGE,america,us,unknown
Amir Salman Avestimehr,University of Southern California,https://www.avestimehr.com,Qhe5ua0AAAAJ,america,us,male
Barath Raghavan,University of Southern California,https://raghavan.usc.edu,Ikz6_Y0AAAAJ,america,us,unknown
Barry W. Boehm,University of Southern California,http://csse.usc.edu/new/barry-w-boehm,EyAD66UAAAAJ,america,us,male
Ben Reichardt,University of Southern California,http://www-bcf.usc.edu/~breichar,BEGRf_EAAAAJ,america,us,male
Ben W. Reichardt,University of Southern California,http://www-bcf.usc.edu/~breichar,BEGRf_EAAAAJ,america,us,male
Bhaskar Krishnamachari,University of Southern California,http://ceng.usc.edu/~bkrishna,JHJozAYAAAAJ,america,us,male
Bistra Dilkina,University of Southern California,https://viterbi.usc.edu/directory/faculty/Dilkina/Bistra,1jjyaBYAAAAJ,america,us,female
Bistra N. Dilkina,University of Southern California,https://viterbi.usc.edu/directory/faculty/Dilkina/Bistra,1jjyaBYAAAAJ,america,us,female
C. S. Raghavendra 0001,University of Southern California,http://ceng.usc.edu/~raghu,GM-hJhQAAAAJ,america,us,unknown
C.-C. Jay Kuo,University of Southern California,http://mcl.usc.edu,81d60okAAAAJ,america,us,unknown
Cauligi S. Raghavendra,University of Southern California,http://ceng.usc.edu/~raghu,GM-hJhQAAAAJ,america,us,unknown
Chao Wang 0001,University of Southern California,http://www-bcf.usc.edu/~wang626,q2L3v6kAAAAJ,america,us,andy
Chung-Chieh Jay Kuo,University of Southern California,http://mcl.usc.edu,81d60okAAAAJ,america,us,unknown
Cyrus Shahabi,University of Southern California,http://infolab.usc.edu/Shahabi,jEdhxGMAAAAJ,america,us,male
David Kempe 0001,University of Southern California,http://www-bcf.usc.edu/~dkempe,jUNqQpgAAAAJ,america,us,male
Dennis McLeod,University of Southern California,https://viterbi.usc.edu/directory/faculty/McLeod/Dennis,NOSCHOLARPAGE,america,us,male
Ellis Horowitz,University of Southern California,http://www.ellishorowitz.com,NOSCHOLARPAGE,america,us,male
Erdem Biyik,University of Southern California,http://people.eecs.berkeley.edu/~ebiyik,P-G3sjYAAAA,america,us,male
Fei Sha,University of Southern California,http://www-bcf.usc.edu/~feisha,8rttV7kAAAAJ,america,us,andy
Francisco J. Valero Cuevas,University of Southern California,http://bbdl.usc.edu/Francisco.php,nq85o3QAAAAJ,america,us,male
G. Stefano Sukhatme,University of Southern California,http://www-robotics.usc.edu/~gaurav,lRUi-A8AAAAJ,america,us,unknown
Gaurav S. Sukhatme,University of Southern California,http://www-robotics.usc.edu/~gaurav,lRUi-A8AAAAJ,america,us,unknown
Haipeng Luo,University of Southern California,http://www-bcf.usc.edu/~haipengl,ct2hw4UAAAAJ,america,us,unknown
Jeffrey A. Miller,University of Southern California,https://pressroom.usc.edu/jeffrey-miller,VYYLUPoAAAAJ,america,us,male
Jernej Barbic,University of Southern California,http://www-bcf.usc.edu/~jbarbic,aP4IPIEAAAAJ,america,us,male
Jesse Thomason,University of Southern California,https://jessethomason.com,8BeTDr0AAAAJ,america,us,male
Jiapeng Zhang,University of Southern California,https://sites.google.com/site/jiapeng0708,9eQOP14AAAAJ,america,us,unknown
Jyotirmoy Deshmukh,University of Southern California,https://viterbi.usc.edu/directory/faculty/Deshmukh/Jyotirmoy,CwFX74MAAAAJ,america,us,unknown
Jyotirmoy V. Deshmukh,University of Southern California,https://viterbi.usc.edu/directory/faculty/Deshmukh/Jyotirmoy,CwFX74MAAAAJ,america,us,unknown
Kai Hwang 0001,University of Southern California,http://gridsec.usc.edu/Hwang.html,R7eCjGYAAAAJ,america,us,male
Lars Lindemann,University of Southern California,https://sites.google.com/view/larslindemann,AkVKyzkAAAAJ,america,us,male
Laurent Itti,University of Southern California,http://ilab.usc.edu/itti,xhUvqK8AAAAJ,america,us,male
Leana Golubchik,University of Southern California,http://bourbon.usc.edu/leana,2gpXz3IAAAAJ,america,us,female
Len Adleman,University of Southern California,https://www.usc.edu/dept/molecular-science/fm-adleman.htm,NOSCHOLARPAGE,america,us,male
Leonard M. Adleman,University of Southern California,https://www.usc.edu/dept/molecular-science/fm-adleman.htm,NOSCHOLARPAGE,america,us,male
Leonard Max Adleman,University of Southern California,https://www.usc.edu/dept/molecular-science/fm-adleman.htm,NOSCHOLARPAGE,america,us,male
Mahdi Soltanolkotabi,University of Southern California,https://viterbi-web.usc.edu/~soltanol,narJyMAAAAAJ,america,us,male
Maja J. Mataric,University of Southern California,http://robotics.usc.edu/~maja,o5YQMkMAAAAJ,america,us,female
Maja Mataric,University of Southern California,http://robotics.usc.edu/~maja,o5YQMkMAAAAJ,america,us,female
Mehdi Soltanolkotabi,University of Southern California,https://viterbi-web.usc.edu/~soltanol,narJyMAAAAAJ,america,us,male
Melvin A. Breuer,University of Southern California,http://ee.usc.edu/faculty_staff/faculty_directory/breuer.htm,NOSCHOLARPAGE,america,us,male
Michael S. Waterman,University of Southern California,https://dornsife.usc.edu/labs/msw,NOSCHOLARPAGE,america,us,male
Ming-Deh A. Huang,University of Southern California,http://www-bcf.usc.edu/~mdhuang,NOSCHOLARPAGE,america,us,unknown
Ming-Deh Huang,University of Southern California,http://www-bcf.usc.edu/~mdhuang,NOSCHOLARPAGE,america,us,unknown
Morteza Dehghani,University of Southern California,http://morteza-dehghani.net,my6AUyAAAAAJ,america,us,male
Muhammad Naveed 0001,University of Southern California,https://www.cs.usc.edu/people/faculty/tenured-tenure-track-faculty/naveed-muhammad,nBUl6TEAAAAJ,america,us,male
Mukund Raghothaman,University of Southern California,https://r-mukund.github.io,56YYqRcAAAAJ,america,us,unknown
Murali Annavaram,University of Southern California,http://scip-lab.usc.edu,NAntFXIAAAAJ,america,us,unknown
Nenad Medvidovic,University of Southern California,http://sunset.usc.edu/~neno,kqW_-2gAAAAJ,america,us,male
Oded Stein,University of Southern California,https://odedstein.com,m_XvapMAAAAJ,america,us,male
Paul S. Rosenbloom,University of Southern California,http://cs.usc.edu/~rosenblo,SeW3bhwAAAAJ,america,us,male
Rajiv K. Kalia,University of Southern California,http://physics.usc.edu/Faculty/Kalia,NOSCHOLARPAGE,america,us,male
Ram Nevatia,University of Southern California,http://iris.usc.edu/people/nevatia,EUMYhUvzt6IC,america,us,male
Ramakant Nevatia,University of Southern California,http://iris.usc.edu/people/nevatia,EUMYhUvzt6IC,america,us,unknown
Ramesh Govindan,University of Southern California,https://sruti.usc.edu,ZTkRs84AAAAJ,america,us,male
Remo Rohs,University of Southern California,https://rohslab.usc.edu,lNFZCgwAAAAJ,america,us,male
Robin Jia,University of Southern California,https://robinjia.github.io,ajZ-_O0AAAAJ,america,us,mostly_male
Salman Avestimehr,University of Southern California,https://www.avestimehr.com,Qhe5ua0AAAAJ,america,us,male
Shaddin Dughmi,University of Southern California,http://www-bcf.usc.edu/~shaddin,jn-B_MoAAAAJ,america,us,unknown
Shahram Ghandeharizadeh,University of Southern California,http://perspolis.usc.edu/Users/shahram,FI5-sZEAAAAJ,america,us,male
Shang-Hua Teng,University of Southern California,http://www-bcf.usc.edu/~shanghua,NOSCHOLARPAGE,america,us,unknown
Shri Narayanan,University of Southern California,http://sail.usc.edu/people/shri.php,8EDHmYkAAAAJ,america,us,female
Shrikanth Narayanan,University of Southern California,http://sail.usc.edu/people/shri.php,8EDHmYkAAAAJ,america,us,unknown
Shrikanth S. Narayanan,University of Southern California,http://sail.usc.edu/people/shri.php,8EDHmYkAAAAJ,america,us,unknown
Shrikanth Shri Narayanan,University of Southern California,http://sail.usc.edu/people/shri.php,8EDHmYkAAAAJ,america,us,unknown
Souti Chattopadhyay,University of Southern California,https://soutirini.com,kfFmB4MAAAAJ,america,us,unknown
Stephen C. Y. Lu,University of Southern California,http://ise.usc.edu/directory/stephen_lu.htm,N4TZNVoAAAAJ,america,us,male
Sven Koenig,University of Southern California,http://idm-lab.org,tpoh43QAAAAJ,america,us,male
Todd A. Brun,University of Southern California,http://www-bcf.usc.edu/~tbrun,0WBCi1AAAAAJ,america,us,male
Ulrich Neumann,University of Southern California,http://graphics.usc.edu/cgit/un.html,NOSCHOLARPAGE,america,us,male
V. K. Prasanna Kumar,University of Southern California,http://ceng.usc.edu/~prasanna,4FQXSP8AAAAJ,america,us,unknown
Vatsal Sharan,University of Southern California,http://web.stanford.edu/~vsharan,Ize17HEAAAAJ,america,us,unknown
Viktor K. Prasanna,University of Southern California,http://ceng.usc.edu/~prasanna,4FQXSP8AAAAJ,america,us,male
Weihang Wang 0001,University of Southern California,https://weihang-wang.github.io,MkPz_FoAAAAJ,america,us,unknown
William G. J. Halfond,University of Southern California,http://www-bcf.usc.edu/~halfond,98W28JoAAAAJ,america,us,male
Xiang Ren 0001,University of Southern California,https://shanzhenren.github.io,_moJlrIAAAAJ,america,us,andy
Xianghong Jasmine Zhou,University of Southern California,http://zhoulab.usc.edu,NOSCHOLARPAGE,america,us,unknown
Yan Liu 0002,University of Southern California,http://www-bcf.usc.edu/~liu32,NOSCHOLARPAGE,america,us,male
Aijun An,York University,http://www.cse.yorku.ca/~aan,2eUL7eEAAAAJ,canada,ca,unknown
Andranik Mirzaian,York University,http://www.eecs.yorku.ca/~andy,NOSCHOLARPAGE,canada,ca,male
Andrew Eckford,York University,http://www.andreweckford.com,xmzuEo0AAAAJ,canada,ca,male
Andy Mirzaian,York University,http://www.eecs.yorku.ca/~andy,NOSCHOLARPAGE,canada,ca,male
Eric Ruppert,York University,http://www.cs.yorku.ca/~ruppert,ficDn98AAAAJ,canada,ca,male
Eugene Roventa,York University,http://eecs.lassonde.yorku.ca/faculty/eugene-roventa,NOSCHOLARPAGE,canada,ca,male
Franck van Breugel,York University,http://eecs.lassonde.yorku.ca/faculty/franck-van-breugel,NOSCHOLARPAGE,canada,ca,male
George Tourlakis,York University,http://www.cse.yorku.ca/~gt,NOSCHOLARPAGE,canada,ca,male
Gunnar Gotshalks,York University,http://www.cse.yorku.ca/~gunnar,NOSCHOLARPAGE,canada,ca,male
Hamzeh Khazaei,York University,https://www.eecs.yorku.ca/~hkh,n7sDdU8AAAAJ,canada,ca,male
Hui Jiang 0001,York University,https://wiki.eecs.yorku.ca/user/hj,lQi05ZkAAAAJ,canada,ca,andy
James Andrew Smith,York University,http://eecs.lassonde.yorku.ca/faculty/james-andrew-smith,cc9nEgYAAAAJ,canada,ca,male
James Elder,York University,http://elderlab.yorku.ca/~elder,wSBFrb8AAAAJ,canada,ca,male
Jarek Gryz,York University,http://www.cs.yorku.ca/~jarek,LcD8HZcAAAAJ,canada,ca,male
Jeff Edmonds,York University,http://www.cs.yorku.ca/~jeff,AjD7zfgAAAAJ,canada,ca,male
John Amanatides,York University,http://www.cs.yorku.ca/~amana,NOSCHOLARPAGE,canada,ca,male
John K. Tsotsos,York University,http://www.cse.yorku.ca/~tsotsos/Tsotsos/Home.html,Ic6ZXhUAAAAJ,canada,ca,male
Jonathan S. Ostroff,York University,http://eecs.lassonde.yorku.ca/faculty/jonathan-s-ostroff,i2OOMegAAAAJ,canada,ca,male
Joseph W. H. Liu,York University,http://eecs.lassonde.yorku.ca/faculty/joseph-w-h-liu,NOSCHOLARPAGE,canada,ca,male
Konstantinos G. Derpanis,York University,https://csprofkgd.github.io,3Br8x_gAAAAJ,canada,ca,male
Manos Papagelis,York University,https://www.eecs.yorku.ca/~papaggel,1WtE__IAAAAJ,canada,ca,male
Marcus A. Brubaker,York University,https://mbrubake.github.io,x2wyjkAAAAAJ,canada,ca,male
Marin Litoiu,York University,http://www.yorku.ca/mlitoiu,FWASYv0AAAAJ,canada,ca,male
Matthew Kyan,York University,http://eecs.lassonde.yorku.ca/faculty/matthew-kyan,NOSCHOLARPAGE,canada,ca,male
Melanie Baljko,York University,http://www.cse.yorku.ca/~mb,VdrPPMsAAAAJ,canada,ca,female
Michael Jenkin,York University,http://eecs.lassonde.yorku.ca/faculty/michael-r-m-jenkin,noDDU_0AAAAJ,canada,ca,male
Michael R. M. Jenkin,York University,http://eecs.lassonde.yorku.ca/faculty/michael-r-m-jenkin,noDDU_0AAAAJ,canada,ca,male
Michael S. Brown,York University,http://www.cse.yorku.ca/~mbrown,Gv1QGSMAAAAJ,canada,ca,male
Minas E. Spetsakis,York University,http://eecs.lassonde.yorku.ca/faculty/minas-e-spetsakis,NOSCHOLARPAGE,canada,ca,male
Mokhtar Aboelaze,York University,http://www.cs.yorku.ca/~aboelaze,NOSCHOLARPAGE,canada,ca,male
Natalija Vlajic,York University,http://www.cse.yorku.ca/~vlajic,2TyoDF4AAAAJ,canada,ca,female
Parke Godfrey,York University,http://www.cs.yorku.ca/~godfrey,NOSCHOLARPAGE,canada,ca,unknown
Patrick W. Dymond,York University,http://eecs.lassonde.yorku.ca/faculty/patrick-w-dymond,i1ZltlsAAAAJ,canada,ca,male
Petros Faloutsos,York University,http://www.cse.yorku.ca/~pfal/Petros_Faloutsos/Main.html,aWdQkjIAAAAJ,canada,ca,male
Richard P. Wildes,York University,http://www.cse.yorku.ca/~wildes,1vEw_kgAAAAJ,canada,ca,male
Richard Wildes,York University,http://www.cse.yorku.ca/~wildes,1vEw_kgAAAAJ,canada,ca,male
Rick Wildes,York University,http://www.cse.yorku.ca/~wildes,1vEw_kgAAAAJ,canada,ca,male
Robert Allison,York University,http://www.cse.yorku.ca/~allison,1LbWyf4AAAAJ,canada,ca,male
Ruth Urner,York University,https://www.eecs.yorku.ca/~ruth,O7p7lRAAAAAJ,canada,ca,female
Scott MacKenzie,York University,http://www.yorku.ca/mack,OBAePKYAAAAJ,canada,ca,male
Song Wang 0009,York University,https://www.eecs.yorku.ca/~wangsong,gzyZhcgAAAAJ,canada,ca,andy
Steven Castellucci,York University,http://www.eecs.yorku.ca/~stevenc,KNonqogAAAAJ,canada,ca,male
Suprakash Datta,York University,http://www.cse.yorku.ca/~datta,NOSCHOLARPAGE,canada,ca,unknown
Uyen Trang Nguyen,York University,http://www.cse.yorku.ca/~utn,eo1FpKIAAAAJ,canada,ca,mostly_female
Vassilios Tzerpos,York University,http://www.cse.yorku.ca/~bil,YGy4F6oAAAAJ,canada,ca,male
Yves Lesperance,York University,http://eecs.lassonde.yorku.ca/faculty/yves-lesperance,NOSCHOLARPAGE,canada,ca,male
Zbigniew Stachniak,York University,http://www.cse.yorku.ca/~zbigniew,NOSCHOLARPAGE,canada,ca,male
Zhen Ming (Jack) Jiang,York University,http://www.cse.yorku.ca/~zmjiang,dbzTZhcAAAAJ,canada,ca,andy
Zhen Ming Jack Jiang,York University,http://www.cse.yorku.ca/~zmjiang,dbzTZhcAAAAJ,canada,ca,andy
Zhen Ming Jiang,York University,http://www.cse.yorku.ca/~zmjiang,dbzTZhcAAAAJ,canada,ca,andy
Ailamaki Natassa,EPFL,https://people.epfl.ch/anastasia.ailamaki,YdrkeNwAAAAJ,europe,ch,unknown
Alain Wegmann,EPFL,https://people.epfl.ch/alain.wegmann,NOSCHOLARPAGE,europe,ch,male
Alcherio Martinoli,EPFL,https://people.epfl.ch/alcherio.martinoli,uVTR_eoAAAAJ,europe,ch,unknown
Alessandro Chiesa,EPFL,https://people.epfl.ch/alessandro.chiesa,rW1Bio0AAAAJ,europe,ch,male
Alexandre Alahi,EPFL,https://people.epfl.ch/alexandre.alahi,UIhXQ64AAAAJ,europe,ch,male
Ali H. Sayed,EPFL,https://people.epfl.ch/ali.sayed,uDG9sXQAAAAJ,europe,ch,male
Amin Shokrollahi,EPFL,https://people.epfl.ch/amin.shokrollahi,ho_asq8AAAAJ,europe,ch,male
Amir R. Zamir,EPFL,https://cs.stanford.edu/~amirz,RKjEFukAAAAJ,europe,ch,male
Amir Roshan Zamir,EPFL,https://cs.stanford.edu/~amirz,RKjEFukAAAAJ,europe,ch,male
Amir Zamir,EPFL,https://cs.stanford.edu/~amirz,RKjEFukAAAAJ,europe,ch,male
Anastasia Ailamaki,EPFL,https://people.epfl.ch/anastasia.ailamaki,YdrkeNwAAAAJ,europe,ch,female
Anastassia Ailamaki,EPFL,https://people.epfl.ch/anastasia.ailamaki,YdrkeNwAAAAJ,europe,ch,female
Andreas Burg,EPFL,https://people.epfl.ch/andreas.burg,Uf6DIFMAAAAJ,europe,ch,male
Andreas Peter Burg,EPFL,https://people.epfl.ch/andreas.burg,Uf6DIFMAAAAJ,europe,ch,male
Anne-Marie Kermarrec,EPFL,https://people.epfl.ch/anne-marie.kermarrec,aIAy-qcAAAAJ,europe,ch,female
Antoine Bosselut,EPFL,https://atcbosselut.github.io,tK9K1D4AAAAJ,europe,ch,male
Arjen K. Lenstra,EPFL,https://people.epfl.ch/arjen.lenstra,rVqdVR4AAAAJ,europe,ch,male
Auke Jan Ijspeert,EPFL,https://people.epfl.ch/auke.ijspeert,ViYx9vMAAAAJ,europe,ch,mostly_male
Babak Falsafi,EPFL,http://parsa.epfl.ch/~falsafi,LaNEuBUAAAAJ,europe,ch,male
Bixio Rimoldi,EPFL,https://people.epfl.ch/bixio.rimoldi,SsEHa6cAAAAJ,europe,ch,unknown
Boi Faltings,EPFL,http://liawww.epfl.ch/~faltings,X21nbgcAAAAJ,europe,ch,male
